Document ID,Document Name,Tactic ID,Tactic Name,Confidence,Suggested Link Type,Match Reasons
10,"Modifying_Contract_Instructions",T057,"Sign lease agreement",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T053,"Provide proof of business insurance",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T050,"Prepare landlord pitch presentation deck",48,supplemental,"Category match: operations → Property Operations | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T056,"Offer rent premium if needed (e.g., $100-200 above asking)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T045,"Budget for setup costs ($2,500 furniture/supplies max)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T054,"Show business bank account statements",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T043,"Calculate monthly lease cost vs bed revenue potential",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T058,"Get landlord contact for emergencies",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T069,"Check Goodwill for low-cost furniture",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T070,"Accept furniture donations (post on social media)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T059,"Research seller financing opportunities",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T063,"Connect with Dion Lewis for creative financing training",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T064,"Calculate down payment needed (traditional)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T072,"Buy dressers/nightstands (1 per resident)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T071,"Buy beds (2 per room for shared rooms)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T076,"Furnish common areas (couch, TV, dining table)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T060,"Research subject-to deals",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T078,"DON'T overspend on decor (residents change/damage items)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T062,"Research lease options",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T077,"Stock kitchen basics (plates, utensils, pots, pans)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T068,"Target upper-class neighborhoods for quality used items",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T079,"Match furnishing level to target demographic income level",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T067,"Source used furniture from Facebook Marketplace",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T061,"Research wrap-around mortgages",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T099,"Establish HVAC maintenance provider",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T101,"Establish electrician emergency contact",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T080,"Install smoke detectors in every room",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T100,"Establish plumbing emergency contact",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T090,"Test all outlets and electrical systems",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T097,"Establish lawn care provider (or handle in-house)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T083,"Create fire evacuation plan (post in common areas)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T095,"Set up cable/streaming services (optional)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T082,"Install fire extinguishers (kitchen, hallways)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T086,"Install security cameras (common areas only, not bedrooms)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T087,"Ensure wheelchair accessibility if serving mobility-limited residents",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T089,"Secure hazardous materials (cleaning supplies)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T093,"Set up water/sewer in business name",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T085,"Install locks on bedroom doors (privacy + security)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T088,"Check water heater temperature (prevent scalding)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T094,"Set up internet ($100/month budget)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T081,"Install carbon monoxide detectors",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T084,"Ensure all residents can self-evacuate (legal requirement)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T098,"Establish pest control provider (quarterly minimum)",48,supplemental,"Category match: operations → Property Operations | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T200,"Set up recurring payment (auto-debit from SSI/SS check)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T189,"Arrange transportation to medical appointments",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T203,"Take photo of resident ID",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T195,"Complete resident application form",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T204,"Take photo of income verification",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T187,"Verify resident is medication compliant",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T208,"Introduce to other residents",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T206,"Issue house keys",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T205,"Create resident file (physical and digital)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T199,"Collect first month's rent",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T198,"Collect security deposit (if applicable)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T196,"Sign house rules agreement",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T202,"Complete medical history form",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T201,"Complete emergency contact form",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T194,"Ensure resident has medical insurance (Medicaid/Medicare)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T193,"Keep medication list updated",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T192,"Document all medical conditions in file",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T186,"Require medical clearance from hospital (street pickups)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T188,"Connect resident to primary care physician",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T197,"Sign rental agreement/lease",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T191,"Coordinate with non-medical home care (if needed)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T207,"Conduct property tour and orientation",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T190,"Coordinate with home health agencies (if ADL support needed)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T215,"Monitor HVAC function",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T213,"Monitor food supplies (if providing meals)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T211,"Check common areas for cleanliness",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T216,"Check for maintenance needs",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T210,"Conduct morning walk-through (safety check)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T212,"Address resident concerns/issues",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T217,"Review security camera footage (if incidents)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T214,"Check trash collection status",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T295,"Mediate resident disputes immediately",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T222,"Restock supplies (toilet paper, soap, cleaning products)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T219,"Collect rent (1st, 3rd, or per resident schedule)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T297,"Issue written warnings for rule violations",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T223,"Check smoke detector batteries",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T303,"Maintain boundaries (don't become personal friends)",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T225,"Review upcoming appointments (resident medical, inspections)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T299,"Know eviction laws for your state",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T221,"Conduct deep cleaning of common areas",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T300,"Coordinate with Adult Protective Services (if needed)",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T298,"Implement three-strike policy (if appropriate)",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T301,"Coordinate with crisis intervention (mental health emergencies)",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T302,"Have backup placement options (if resident must leave)",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T296,"Document all incidents in writing",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T220,"Follow up on late payments",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T226,"Market for new residents (if vacancies)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T294,"Develop conflict resolution protocols",48,supplemental,"Category match: operations → Resident Issues | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T227,"Follow up with referral sources",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T236,"Deep clean entire property",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T240,"Send rent receipts to residents",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T306,"Build relationships with contractors (plumbers, HVAC, etc.)",48,supplemental,"Category match: operations → Property Issues | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T305,"Have emergency fund for repairs ($2,000 minimum)",48,supplemental,"Category match: operations → Property Issues | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T235,"Inspect fire extinguishers",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T228,"Pay rent to landlord (rental arbitrage model)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T237,"Pest control treatment",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T308,"Document all repairs with photos",48,supplemental,"Category match: operations → Property Issues | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T234,"Conduct fire drill",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T233,"Review profit/loss statement",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T238,"HVAC filter replacement",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T304,"Respond to maintenance requests within 24 hours",48,supplemental,"Category match: operations → Property Issues | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T232,"Reconcile bank accounts",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T309,"Keep receipts for all maintenance expenses",48,supplemental,"Category match: operations → Property Issues | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T307,"Conduct preventive maintenance (vs reactive)",48,supplemental,"Category match: operations → Property Issues | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T239,"Review resident files (update medical info)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T229,"Pay mortgage (ownership model)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T245,"Review insurance coverage",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T248,"Evaluate staff performance (if house manager/staff)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T247,"Survey residents (satisfaction, needs)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T246,"Conduct major property maintenance (if needed)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T244,"Meet with accountant (tax planning)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T243,"Review and update SOPs",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T242,"Review and update marketing materials",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T241,"Conduct SWOT analysis",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T253,"Review lease renewal with landlord",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T250,"Renew business licenses/permits",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T329,"Monitor staff performance",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T321,"Define daily tasks for house manager",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T251,"Renew insurance policies",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T252,"Conduct comprehensive property inspection",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T326,"Train staff on SOPs",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T324,"Run background checks on all staff",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T255,"Attend annual Group Homes for Newbies conference",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T331,"Document staff issues in writing",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T249,"File taxes (business and personal)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T322,"Set house manager compensation ($500-1,500/month typical)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T327,"Train staff on resident rights and dignity",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T254,"Plan for scaling (additional properties)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T323,"Screen house manager candidates thoroughly",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T328,"Create accountability check-ins (weekly)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T325,"Create staff handbook",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T330,"Provide feedback and coaching",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T320,"Create house manager job description",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T319,"Determine when to hire (8+ beds, limited personal bandwidth)",48,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T332,"Use property management software (if scaling)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T337,"Create email templates (referral follow-ups)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T338,"Set up CRM for referral source management (optional)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T335,"Use digital filing system (Google Drive, Dropbox)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 13% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T336,"Create template documents (intake, agreements, etc.)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T340,"Work ON business, not IN business (owner vs operator mindset)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 15% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T339,"Use calendar automation for reminders",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T334,"Automate bill payments",48,supplemental,"Category match: operations → Operations Management | Description relevance: 17% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T333,"Automate rent collection (ACH/auto-debit)",48,supplemental,"Category match: operations → Operations Management | Description relevance: 14% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T434,"BRRRR Real Estate Investor Group Outreach",47,supplemental,"Category match: operations → Property Operations | Description relevance: 11% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T051,"Highlight benefits: guaranteed rent, longer tenancy, property maintenance",47,supplemental,"Category match: operations → Property Operations | Description relevance: 12% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T074,"Buy sheets, pillows, blankets (skip decorative pillows - they become sleep pillows)",47,supplemental,"Category match: operations → Property Operations | Description relevance: 12% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T066,"Avoid rental arbitrage long-term (build equity instead)",47,supplemental,"Category match: operations → Property Operations | Description relevance: 12% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T075,"Stage beds with simple decor (Family Dollar $3 wall art)",47,supplemental,"Category match: operations → Property Operations | Description relevance: 12% | Ownership context: individual, llc, corporation, nonprofit"
10,"Modifying_Contract_Instructions",T209,"Provide welcome packet (house rules, emergency numbers, resources)",47,supplemental,"Category match: operations → Staffing & Resident Care | Description relevance: 12% | Ownership context: individual, llc, corporation, nonprofit"
